,Lyrics,Show,Song Name
32,"Background voices: A, B, C, D, E, F, G,
H, I, J, K, L, M, N, O, P,
Q, R, S,
T, U, V,
W, X, Y, Z!
Alphabet jungle
Alphabet jungle
Alphabet jungle
Let me take you to the
Alphabet jungle
Follow me from A to Z Little girl: A is swinging like an ape
B gives a big bad roar
C is swimming by a crocodile
Wait, there's a whole lot more! D takes a dive
E's getting splashed
By an elephant and his trunk
F and G stepped into quicksand
Now they're really sunk! H is hungry as a hippo
I is swatting flies
J and K are playing jumping jacks
Underneath the jungle skies L is lounging by the river
M's melting from the heat
The letter N comes out at night
And dances to the jungle beat O is riding on an ostrich
P leads a parrot parade
Q got crushed by a rhinoceros
And R is running away The letter S is really scared
Because of what it sees:
A t-t-t-t-t-tarantula
Is crawling 'cross the T's! The letter U's unusual
It likes to hang around
V points the way to the waterfall
Where the W's are sliding down X marks the spot where a treasure chest
Of Y's lies patiently
And right behind that zebra
Is a snoring letter Z Background voices: Alphabet jungle
Alphabet jungle",Sesame Street,Sesame Street Alphabet Jungle lyrics
33,"Narrator: While fishing for dinner one day,
a boy caught a big letter A.
He then caught a B,
a C, D, and E,
and an F, G, H, I, J and K. Unhappy, the boy sat and thought-- Boy: I can't eat these letters I caught!
I must catch some fish
to fill up my dish [holds up an empty bowl],
or my whole afternoon is for naught! Narrator: But as soon as his hook hit the sea,
he caught L, M, N, O and P
and a Q, R, S, T
and a U and a V
and a W, X, Y and Z. [Boy throws letters onto a huge pile as he catches them] Now hungry, he stared at the group.
Then suddenly, grabbing a scoop [Boy runs off-screen and returns with a ladle] he had a bright notion
and cooked up a potion [cut to Boy standing next to large pot on a fire, filled with letters; Boy holds a bowl filled with more letters in his hand] and feasted on alphabet soup.",Sesame Street,Sesame Street Alphabet Soup lyrics
34,"A black girl runs up and down a hallway filled with doors.
The animated effect on the doors has letters floating behind them all.
On the last line, she finds a door with one letter on it, reads it and then opens it to begin her latest adventure.
Short and sweet but I've had a LOT of requests for it.) Doorways up and down the hall
Wonder what's behind them all?
Doors that lead to anywhere
Got to A, B, C what's there
Got to A, B, C, Decide
Where's the door I haven't tried?
A, B, C, D, East and West
Going on an Alphaquest!",Sesame Street,Sesame Street Alphaquest lyrics
35,"spoken: Animal Department Store, elevator going down!
( the same voice says the parts in brackets ) A kitty and a cat with mittens brand new
Got into an elevator (top floor)
Then there were two
1, 2 ! Two little animals feeling carefree
A bull came from market
Then there were three
1, 2, 3 ! Three little animals waiting to arrive
In came a mule and a mare
And then there were five
1, 2, 3, 4, 5 ! Five little animals acting sedate
The Doggy family joined them
And then there were eight
1, 2, 3, 4, 5, 6, 7, 8 ! Eight little animals standing in a line
Shep the sheep sauntered in
And then there were nine
1, 2, 3, 4, 5, 6, 7, 8, 9 ! Nine little animals waiting yet again
Mr. Hog got on
And then there were ten
1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ! Ten little animals, the ride's all done
Left the elevator empty (ground floor)
Then there were none",Sesame Street,Sesame Street Animal Department Store lyrics
36,"Kid: How much for the car?
Man: Fifty bucks.
Kid: Will you fix the fenders, light and stuff?
Man: See that sign? It says AS IS. That means you get it exactly the way you see it--AS IS. Fifty bucks, and it's yours.
Kid: Five dollars.
Man: Thirty-five.
Kid: Ten.
Man: Thirty.
Kid: Fifteen.
Man. Sold!
At that, the car promptly falls to pieces.
Kid: I want it AS WAS!",Sesame Street,Sesame Street As Is lyrics
37,"Now Billie Bob asked Betty Lou to go out for a ride
Said he'd come on over, wait for him outside
Well somehow she forgot to ask some more about this ride
Or you can bet that Betty Lou would sure have stayed inside Ooooh, ya gotta ask some questions
That's how you get to know
If you'll be riding in a car, or on a buffalo
Ooooh, ya gotta ask some questions
Whenever there's a doubt
That you're wondering about
Ask and find out Now Jimmy's sister, Mary Joe, brought home this little gift
And without asking questions, Jim opened it real quick
He ripped up all the wrappings and he looked inside and then
Then suddenly he got the drift, the gift was not for him Ooooh, ya gotta ask some questions
Or you might get upset
That the gift you thought was yours
Was really for your pet
Ooooh, ya gotta ask some questions
Whenever there's a doubt
That you're wondering about
Ask and find out Barry called Samantha Sue and said ""Samantha, Hi,
Can me and a few friends just kinda drop on by?""
Samantha, who's a friend of sorts and seemed quite content
And then she got to wishing, she'd asked just how few he meant Ooooh, ya gotta ask some questions
'Cause that's the way you see
If you've planned for just two friends, or planned for twenty-three
Ooooh, ya gotta ask some questions
Whenever there's a doubt
That you're wondering about
Ask and find out
Whenever there's a doubt
That you're wondering about
Ask and find out Spoken:
Hey! Does anybody got any questions?
(sounds of ""No"", ""Not me"" etc)
In that case, I'll just go on home",Sesame Street,Sesame Street Ask Some Questions lyrics
38,"B is for bubble
Bubble, bubble, bubble
B is for bubble
Bubble, bubble, bubble
B is for bubble and bubblegum
And B is for brother who brought you some
And B is better than any letter for bubblegum Repeat as a round",Sesame Street,Sesame Street B Is For Bubble lyrics
39,"B or not a B?
That is the question.
Whether 'tis the second letter of the alphabet, or some other merry letter.
(He raises the letter B and gazes upon it)
B or not a B?
This letter doth have a stiff, straight back.
And the word ""back"" begineth with B!
B or not a B?
This letter doth have two bumps in the front.
And I reckon the word ""bump"" begineth with B!
Zoons, the word ""begineth"" begineth with B!
If ""begineth"" be a word.
Now, by my sword, I declare, B or not a B, 'tis B!
Good night, sweet B.
(He kisses the lucky letter B!)",Sesame Street,Sesame Street B Or Not A B lyrics
40,"Baby Fats: My Mama said Mama: Hey baby!
Gotta get that blanket clean Baby Fats: And then she threw my blankie
In the big old washing machine
Now my blankie's in the washer
And I got the Baby Blankie Blues Baby Chorus (two babies that pop up behind Baby Fats): Waaa waaa waaa waaa Mama: Yeah, yeah Baby Fats: I said my blankie's in the washer
And I got the Baby Blankie Blues Baby Chorus: Waaa waaa waaa waaa Baby Fats: A baby can get cranky
All alone without his blankie
Oh, I got the Baby Blankie Blues Mama: Bluuuuues Baby Fats: I hear the washer stop
My blankie must be clean!
But then my Mama throws it
In the big old drying machine
Now my blankie's in the dryer
And I got the Baby Blankie Blues Baby Chorus: Waaa waaa waaa waaa Baby Fats: I said my blankie's in the dryer
And I got the Baby Blankie Blues Baby Chorus: Waaa waaa waaa waaa Baby Fats: Don't mean to be a crier
But my blankie's in the dryer!
And I got the Baby Blankie Blues
Don't know if I can take it
I'm fussy as can be Mama: Here, honey Baby Fats: Look, my Mama's handing
My blankie back to me!
Now I got my blankie back
And my Baby Blankie Blues are gone Baby Chorus: Gaaa gaaa gaaa gaaa Mama: Bye-byeeee! Baby Fats: I said I got my blankie back
And my Baby Blankie Blues are gone Baby Chorus: Gooo gooo gooo gooo Baby Fats: Man, I should be napping
But I just feel like clapping
'Cause my Baby Blankie Blues are gone
Now say ""bye-bye"" Mama: Yeah! Baby Fats: To those Baby Blankie Bluuuues Mama: Oh yeah, bye-byyyyye Baby Chorus: Bye-byyyyye",Sesame Street,Sesame Street Baby Blankie Blues lyrics
41,"(spoken)
Elmo: Oh, hello everybody! Well, guess what? We're gonna sing a silly song about a silly cow - Telly: And a silly duck! Ready, cow? Elmo: Ready, duck! (they laugh, music starts, they start singing) Telly: I remember the first word I said
Mom was putting me to bed
And as she kissed me on my brow
I said something I picked up from a cow
I said ""MOO!"" Elmo: ""Moo?"" Telly: Yes indeed, I said ""moo!"" Elmo: Moo, moo! Telly: Other ducks started gawking
Mom said, ""At least you're talking.""
Then she said, ""Baby, say it loud,
Say it loud, 'cause I feel proud.""
I said, ""Moo, moo, moo!"" Telly & Elmo: Moo, moo, moo! Elmo: Elmo remembers the first word he said
Mother Goose was being read
And then as Dad got to the end
Elmo said something he learned from a friend
Elmo said ""Quack!"" Telly: ""Quack?"" Elmo: Yes indeed, he said ""Quack!"" Telly: Quack, quack! Elmo: Dad felt very lucky
Though his cow spoke like a ducky
Then he said, ""Baby, say it loud"",
Say it loud, 'cause he feels proud.
Elmo said, ""Quack, quack, quack!"" Telly & Elmo: Quack, quack, quack!
I remember the day that we met
We got close as friends could get
And there inside the barnyard shack Telly: I taught you how to moo Elmo: Elmo taught you how to quack!
Moo, moo! Telly: Quack, quack! Elmo: MOOOOOOOOO! Telly: Quack quack quack quack quack Telly & Elmo: Then we danced a little jig
And taught the little pig
And we said, ""Baby, say it loud,
Say it loud, 'cause he feels proud.""
We said, ""Oink, oink, oink!""
Oink, oink, oink! Telly: We said, ""Say it loud!"" Elmo: We said it loud Telly & Elmo: Say it loud...
'Cause we feel proud! Elmo: Hey, Duck! Telly: Yeah, Cow? Elmo: Let's talk Turkey! Telly & Elmo: Gobble gobble gobble gobble gobble...",Sesame Street,"Sesame Street Baby, Say It Loud! lyrics"
42,,Sesame Street,Sesame Street Bats In My Belfry lyrics
43,"A is for alligator
B is for bayou
C is for cyprus trees
D is the dew
E is for everything like
F ferns or
G grass that's
H home to you
I is for insects
J for juniper
K kelp
L log
M is the moon
N is noontime
O is for otter
P for possum he'll be sleeping soon
Q is quicksand that's very tricky
R rushes
S snakes
T tar that gets you sticky
U is the universe that's
V vast and
W wide
X marks the spot where I love to hide
Y is the yellow bird that sings so sweet
which brings me back to
Z and now my alphabet's complete
in the swamp...oooh ooh A alligator
B bayou
C cyprus trees
D dew
E for everything like
F ferns
G grass
H home to you
I insects
J juniper
K kelp
L log
M is the moon
N noontime
O for otter
P the possum who'll be sleeping soon
Q is quicksand that's very tricky 'member?
R rushes
S snakes
T tar that gets you sticky
U is the universe that's
V vast and
W wide
X marks the spot where I love to hide
Y is the yellow bird that sings so sweet
which brings me back to
Z and now my alphabet's complete
in the swamp...oooh ooh
ribbet, ribbet, ooh, ooh, ribbet, ribbet, ribbet, ribbet",Sesame Street,Sesame Street Bayou Alphabet lyrics
